"Actual","Predicted"
1.698,2.23903248893051
2.762,2.49261900822506
0,2.26074596092842
3.736,2.3784153726716
0,1.63135423163293
0,1.5354336895441
1.277,2.33019971221366
2.683,2.48606451992469
3.935,0.857051816182938
0,1.7472395080253
0,1.62405436622196
4.38,2.18368711221114
4.488,2.38997841576616
4.872,2.6351319011311
4.317,2.68422310347415
2.461,2.20868507618376
4.114,2.43914683925788
1.802,2.51472614440086
0,2.0436997480998
4.895,2.16016979369703
1.195,2.27212237099435
3.884,2.07961413309874
4.1,2.56222350958097
2.034,2.54028122351212
2.413,2.66979733745142
3.708,1.93572981843214
0,2.46767552633587
2.755,2.58483129832182
0,2.38391930087277
0,2.65612650300556
3.505,2.07998311966002
0,2.39478574069553
4.41,2.62279306916854
0,2.09345507739334
1.914,2.26233153459531
2.098,1.51623127185632
0,1.93290699912904
4.206,2.29765664733593
3.671,2.29711870217882
4.825,2.82179374298271
3.801,2.59378005665587
0,2.73100089705854
4.117,2.40945372600648
3.17,2.69742198764146
0,2.60949560944791
2.89,2.69983906497873
0,1.67478251268505
0,2.21924515808242
0,2.3863521513215
0,2.46850685584962
1.241,2.70875089275587
1.982,2.49412088920695
0,2.66231045070355
4.161,2.03580254093287
1.756,2.45137251675202
4.805,2.48234159503376
3.064,2.89680726212082
3.844,2.41619200058354
1.232,2.37016093163506
0,2.28676516705913
2.397,2.16339016406248
2.447,2.55712835808793
0,2.32219272749295
1.52,2.65931975839722
2.723,2.63101828113627
0,2.61663891005053
4.669,1.86228398803564
2.989,2.60467955536785
0,2.25336106884562
3.442,2.56002234271522
1.902,2.46086345903097
2.953,2.46182879800596
3.307,2.52345797358403
0,1.82228463394193
0,1.57594829309402
0,1.80001526871222
0,2.47258098911845
0,2.0471801253069
1.887,2.45635355861116
4.094,2.28971844609207
0,1.75849427659801
4.291,2.07671200196977
0,2.22691072234925
3.221,2.61175204422766
4.756,2.48409403438864
3.706,2.54525062632893
4.322,2.64108735595811
0,0.846445487487408
2.75,2.59143131561387
0,0.999972401048289
2.705,2.35163971826136
2.16,2.30775883976207
3.907,2.6656681871388
3.322,2.19013337571953
0,2.30140387487034
3.739,2.50739378413027
3.59,2.47220086010508
2.223,2.44296433256268
2.743,2.51241336819879
3.119,2.56702560819263
0,2.59932307608397
4.704,2.39392792210599
4.721,2.43632611022769
3.511,2.50367115918493
4.1,2.49305352003989
0,1.92193057335987
0,2.32808403883137
0,2.40288073535913
3.549,2.13084405219239
2.933,2.44578523979606
4.431,2.34330420867803
0,2.11747610799284
2.177,2.14846699973073
3.421,2.23333494104044
4.562,2.24091207396594
3.905,2.7778401071871
2.358,2.51970228272329
0,1.20240931656547
3.412,2.87243586748382
4.505,2.60348660419555
0,1.97319853727759
2.689,0.920458368069824
4.785,2.58450958392563
0,2.27319252514683
3.081,3.26606839410749
0,0.73900386519238
0,1.5846733506982
3.618,2.22034318872078
4.336,2.17502381894007
0,2.74545386294528
0,2.34778041892445
4.672,2.39597391476112
0,2.46310163298295
2.99,2.49504339071205
2.377,2.82112548981791
3.796,2.3904171100882
4.123,2.7269735110147
4.942,2.27314691261309
4.971,2.48003860069212
2.8,2.71366622623304
4.565,2.4230211786399
4.745,2.84910193144622
4.9,2.47650958284253
0,2.53302586414673
3.724,2.71787364881077
2.5,2.30225577149945
2.792,3.46721301278499
0,1.99605198599863
4.315,2.10803633587124
0,2.1909816819662
4.705,2.70799693582057
2.735,2.32970392384737
2.639,2.42859413830012
0,2.15685212891969
2.015,2.16345491902605
3.671,2.75061538868197
3.076,2.71211604796104
0,2.60643780110018
2.875,2.46803478853001
0,2.37201997593177
1.365,2.21233615735587
3.886,2.47880557260941
4.655,2.05491662331246
1.254,2.01604093466448
0,2.22862960730321
2.008,2.2922538742542
2.819,2.52540000850387
0,2.39888541622371
0,2.36711146461231
2.066,2.65803624916111
3.952,2.41963623196399
3.706,2.67209933531569
4.626,2.56676617854014
1.555,2.51119963033386
3.598,2.41263632121512
4.993,2.50223492656033
4.443,2.30829207090325
0,2.43027205128129
0,2.46877467962792
4.793,1.99682815556485
4.592,2.34687522791653
3.403,2.48610794736742
0,1.33074900690382
3.572,2.58995572038514
2.365,2.38480568435314
4.167,2.20072657004112
3.065,3.4299098528862
0,1.88160928549768
0,2.3989173653789
0,2.24758858270956
3.876,2.14994252416863
3.561,2.00079424536818
4.527,2.20927629560338
4.511,2.33791088132585
0,1.98777252049813
4.917,2.64423570240586
4.926,2.30229102979666
3.289,2.71036349094881
4.724,2.35136131340789
0,0.912532841805323
0,2.38515585263155
3.812,3.13432320707662
0,0.38071413400899
3.836,3.01529346434517
3.439,2.66188722741469
2.561,2.41561498053808
4.441,2.20466137581979
2.498,2.62261432419722
4.215,2.0060977493336
3.522,2.42023849960434
3.685,2.54283441143939
4.887,2.32059493567904
1.996,2.62026076208243
4.953,2.15454629315581
4.592,2.54510767885193
3.302,2.34736441762629
1.533,2.37998287075591
4.968,2.50692695399237
2.073,2.54911392588485
4.992,2.32325933465705
3.981,2.14451686215522
1.426,2.2769708280231
1.951,2.64153632484379
4.233,2.76514458570636
4.835,2.61087268491394
0,1.89016844823009
0,2.35003350099636
3.196,2.38424949575732
0,1.68450299561203
2.804,2.47149087755724
0,2.66498719418751
2.885,2.26654365256228
2.676,2.40326242151587
2.307,2.65609952728271
2.074,2.4035421813481
0,2.83047511790601
2.72,3.50718823386703
2.18,1.58708029988565
4.801,2.42735569855218
0,0.890799024345931
1.928,2.15016452106294
3.848,2.43908250578084
0,2.31041283146583
2.445,2.36548207985546
0,2.56443129948882
4.335,2.59392445752479
0,2.21383001362914
3.263,2.85710763958308
3.127,2.77204776488616
0,2.19268849837862
3.09,2.44537091798662
2.951,2.40418666746912
0,2.47818915295251
2.274,2.68474717509218
3.511,2.43936986986653
0,3.1520363048159
4.353,2.52225812723281
4.852,2.32191083534672
0,2.26607208670872
4.373,2.42481230665517
2.009,1.83431322778261
0,2.0865272237745
3.467,2.40771600604735
0,2.78584841445245
3.927,2.42931671510654
2.806,2.37016387088459
3.67,2.56726643064064
4.4,2.34356240158979
3.43,2.69678692384092
4.807,2.42507337845961
0,2.55447150701314
3.332,2.28915053043527
3.148,2.51995420191957
1.963,2.36205528720631
2.524,2.98557596653716
4.124,2.7808805072683
3.895,2.72287677077332
0.946,2.09996736493576
3.017,2.3861052317012
2.338,1.16425311496959
3.448,2.37922857722889
0,2.66566828056249
0,2.16519019932098
0,2.30981212289369
3.796,2.61988897673279
0,2.23085003739091
2.59,2.21768010533707
0,2.592264447864
2.724,2.49653070418065
0,2.2299327965511
4.667,2.51259415513817
3.068,2.45231010073967
0,2.65050422490918
2.284,2.24727401605146
2.138,2.47161888029085
0,2.20385740828373
3.738,2.54552392307499
4.325,2.09674966062027
0,2.00373106618007
4.438,2.41444751441687
4.75,2.45047089117772
4.379,2.53331180052879
1.535,2.41851014501585
0,0.831023246416798
2.69,2.71981864388817
0,2.37136169637741
4.071,2.38595897747694
4.13,2.14678000635717
0,2.80795305175496
2.172,2.79615571738514
0,2.09621277266887
4.806,2.5304629672492
4.39,2.2518427535125
0,2.50694137321658
1.512,2.43101755472778
4.715,2.33735438364666
4.217,2.63792220755948
3.011,2.83802938369524
2.615,2.42437069671058
2.999,2.38855027003
0,2.23091925868766
4.824,2.76863073111996
3.966,2.55859308342581
2.984,2.29951482514527
4.607,2.4362650508097
2.225,2.28194261932025
2.682,2.25030800918997
3.485,2.01321764145313
3.132,2.4351938430384
0,2.3444185599153
2.414,2.48477495428209
2.894,1.25319546793008
0,2.75410118357308
2.429,2.37215700404101
4.088,1.92191057101791
2.199,2.15313110748809
4.832,2.50511315209581
0,2.52478841553448
4.487,2.36117588038939
3.572,2.28405181898642
4.025,1.95820558755803
3.907,2.6744868444714
3.499,2.30177223780321
1.545,2.7922376892807
3.885,2.38865748446351
0,2.39076601281311
4.059,2.72919168509963
1.608,2.41505471878016
3.98,2.3858407207054
4.486,2.74333866948853
2.979,1.22435830260462
0,2.87830809190876
4.568,2.4552979006234
0,2.21717817414238
0,2.40470133135283
1.33,2.04142769281827
0,2.06491540988144
1.495,2.45667197984653
2.831,2.27793530233895
3.309,2.68034973812393
1.987,2.51546286348237
4.905,2.3136915267793
4.035,2.4499853055031
1.607,2.34794719794134
4.403,2.3565549498748
4.679,2.50038893271928
4.018,2.41795789026275
0,2.19205467558807
0,0.703778755339663
3.334,2.5063409561423
3.449,2.14211348262415
1.942,2.29751746828929
0,1.60835337811471
3.682,2.47123627714074
4.513,2.07224629682894
1.985,2.16779799858778
4,2.81630535370299
3.19,2.64092320386009
0,1.61641414274265
0,2.29472767559587
3.825,2.45187484575586
4.279,2.26423204634767
3.632,2.40804748675514
0,0.24255391480073
1.574,2.37193144954195
0,2.19647729337662
4.016,2.52944836018002
4.123,2.49958498516263
2.049,0.758804974774243
0,2.36143864033132
0,2.16013316823869
0,2.34539918437425
0,2.57657503462348
4.633,2.22193464436344
3.031,2.93018419137098
2.525,2.33837209260411
0,2.03935656849546
4.689,2.39443410730558
0,2.29810279010552
3.464,2.57531157072304
0,1.90418826630133
3.008,2.38166336798266
3.155,2.11744116320272
4.071,2.56169926420397
2.462,2.29520111138446
1.646,2.41138801382271
0,2.14375449577425
2.931,2.44631992814742
1.66,2.43318622052506
0,2.56828681373112
2.206,2.34040547129543
4.061,2.52921696222193
0,2.50707210564837
0,2.57726530848026
4.306,2.31208178959877
4.024,2.39674431542245
4.443,2.00062276243943
0,1.98744454024756
4.483,2.43681909611137
2.875,2.32626565721778
0,2.13736999011586
3.74,2.57096983691036
0,2.47832402436244
3.516,2.55158559577887
4.453,2.41054575851429
1.932,2.39139921921618
0,2.27215191759432
0,1.80024021886111
3.096,2.28992292131033
0,2.33793298940326
1.934,2.13830394714974
0,2.34013355765625
2.08,2.28343821561969
2.487,2.88612173871393
3.531,2.71072993753557
0,1.39412298466299
0,2.39209414677617
3.103,2.92563323541673
2.144,2.24039586956587
2.866,2.58885773032403
3.552,2.64745844855621
4.443,2.73483836132913
3.288,2.16939690346117
4.55,2.24980679834851
4.755,2.40551026241098
3.135,1.65275288404518
2.521,2.46195772534087
0,2.12344362590328
0,2.38043042962243
4.639,2.3770022977527
3.433,2.51375513388682
0,2.4436106283544
0,1.94386495963499
2.437,2.81087384625624
0,1.5241807401598
1.853,2.38971713671624
4.137,2.39681866603791
0,0.318017073953904
0,0.97580773497787
0,2.34466668475113
1.616,2.36900033128156
3.667,2.43645206830518
3.089,2.49421701840014
0,2.14822360754822
0,3.05653911982428
4.648,2.84852070879491
4.5,2.168340294338
3.764,2.51230883410874
2.087,2.44573281665378
3.422,2.37302791298594
2.693,2.63804583356115
0,2.6861798020534
3.009,1.99564732233363
4.598,2.38461320837009
3.558,3.04894928300734
1.462,2.14429161872516
4.361,2.12542725673733
3.706,2.51940049576177
3.093,2.65892778478473
3.005,2.34845983440891
4.712,2.19236502952054
4.019,2.37404156381724
0,2.06994855252696
0,2.58001967595612
3.296,2.5206762700946
3.784,2.50567915082205
3.487,2.73812644897221
3.368,2.36386220539289
2.371,1.41230332661303
3.01,2.51927411406529
3.431,2.55522513127186
0,1.77633867692827
2.035,2.36635936801223
2.81,2.57068771692706
0,2.47600512483557
4.929,2.32672657725426
0,2.50928349249067
3.017,2.92497424325102
3.493,2.2753504022313
4.122,1.94709020660695
3.779,2.74076156889611
4.509,2.39388049193902
3.655,2.40330858249944
4.873,2.4064101647822
4.382,2.03625575675016
0,2.32202376769703
2.998,2.16620254135028
4.852,2.0400192860668
0.967,2.46050985407443
0,2.29850377929073
0,2.57646297300959
1.866,1.57812904148596
0,2.3830263660896
3.763,2.42228664819617
0,1.92109730939051
1.357,2.18891750580695
1.022,2.39617407115579
4.422,2.69559200010524
3.851,2.8077617540693
4.898,2.57990381682162
0,1.82210648869806
4.869,2.4962023328004
2.787,2.51801008274776
4.129,2.52216860530787
3.843,2.53180133506287
1.155,2.34326955873031
0,0.802302475140941
3.949,2.756660756168
0,2.22757298366866
2.44,2.26547644444036
2.781,2.57334471438087
0,2.7191675583266
4.604,2.71986624150156
4.512,2.30272017472117
2.759,2.53278602429076
0,2.4953493656975
1.703,2.24303379344401
2.787,2.40649540499128
4.451,1.83135236972685
2.392,2.8551845514479
3.528,2.49600452276388
2.235,2.31072120412386
2.407,2.66363321064136
3.05,2.5457547398227
2.948,2.59569676450769
0,2.37113096255757
1.852,2.47750941503823
2.554,2.62304496225101
3.058,1.27238049482667
0,2.15955575301881
2.738,0.861981284285598
2.192,1.76058018734204
0,1.81778339804952
4.995,2.49619331843418
0,2.49765472337594
0,2.37642304715592
3.604,2.46545509748324
0,2.65396429839108
3.316,2.80164796321173
3.435,2.53352828553835
4.189,2.30993278573091
1.553,2.40852124923005
0,2.46336789880137
0,2.36522622995513
2.246,2.57208728618922
3.595,2.54245896518017
2.709,2.62192746553705
3.253,2.38337300340367
3.548,2.81500633435109
2.811,2.69175514164998
1.557,2.39941970804721
4.159,2.07031634107471
2.04,1.5907760779998
3.748,2.32913561899425
0,2.71265138794683
0,2.1885771786915
0,2.48514151526444
2.811,2.48005951098923
0,2.11571703684307
3.076,3.19056547340681
0,2.6387514645886
0,2.52866117756525
1.546,2.30283276774687
4.292,2.78468471933171
0,1.71547603871635
2.322,2.68234932234935
1.411,2.39974208234766
3.93,2.69723871363623
1.81,3.20867787706758
4.024,2.43652486748427
0,2.08765914639599
0,2.48373508841939
0,2.44587550487784
1.23,2.41050116966774
4.601,2.25468349294794
3.645,2.63860393181039
0,2.09160290103375
0,2.37593555360757
3.375,2.38556241885924
2.219,2.35235143063297
0,2.38282016915112
2.936,2.72357758958832
0,2.3122574526572
2.262,2.30743811509133
3.002,2.50204714808978
1.434,2.46627863169254
4.265,2.89786031412478
3.174,2.31028492513649
2.571,2.79981222218594
4.803,2.38714207088611
0,3.03157528936116
0,2.64506171515676
3.315,2.62864180731423
3.951,2.89488296752568
2.338,2.4357722697459
4.072,3.02770712669058
0,2.14604044970115
4.923,2.5948585305698
4.252,2.36560068922593
0,2.16859065663527
2.383,2.55989663943182
3.963,2.56829285679503
4.195,2.49538285237766
0,2.30982720687543
4.459,2.50989118529275
3.244,2.42549092137852
3.998,2.53918747263088
0,1.64894459613173
3.195,2.32387971243923
4.545,2.05751295269322
4.686,2.40210090271085
3.936,2.4954145039289
2.892,2.44767185297376
3.71,2.62816057700507
3.577,2.44260725904314
3.555,2.17034173895276
3.478,2.09043822967646
2.912,2.20324129676253
0,2.58011961231227
3.874,2.42865015920354
1.53,2.40791594413845
2.79,2.45734213582198
3.063,2.40251245589962
3.755,2.00986042892031
2.043,2.3761833125097
2.468,2.58976525822737
0,2.46003415085726
4.737,1.90336221141518
4.39,2.17546905294437
2.873,2.37232300381662
2.039,2.31087672566547
4.294,2.14086036727604
2.365,2.67778952188581
0,2.0552510762111
3.994,2.14063599414409
