"Actual","Predicted"
2.788,3.35745589461211
2.691,3.32094115758931
0,1.47070043177685
3.857,2.76056319653431
0,2.47801684226117
3.681,3.42832293061527
0,1.99242928373851
4.619,1.92130538907397
0.946,1.71535349184758
2.623,2.46104622233678
4.768,2.39886791663831
1.776,2.43049521106563
2.025,2.61444850166554
2.955,2.56974331080669
2.384,2.55830450974456
0,1.49110762642399
4.663,3.04252238927099
3.115,3.42871591183282
0,2.29586472808991
4.653,2.08084690350031
2.281,2.1640195331979
3.446,2.77138559365843
2,2.41537115198797
3.844,2.79360517048044
3.595,3.33999794955982
0,2.16317196481534
4.031,3.43462768600093
1.699,2.38030749597782
2.668,2.86086988372565
4.77,2.48157784417479
1.428,2.63476995170133
1.38,2.5429150211363
4.895,1.83950308057168
4.983,2.89861206872327
0,1.11341269599383
0,2.07805456743207
2.624,2.01964735043278
0,1.62092420752176
3.706,2.7741156180875
0,2.62467990300017
2.306,2.75009922351878
4.188,2.85578986287404
2.361,3.48974399602527
2.145,3.26169058352027
2.497,2.52716777983337
3.896,1.81377064082007
2.84,2.38471059433589
2.745,2.54337394443703
0,2.20634933049066
1.259,2.56169766211285
0,2.20513473278802
0,2.0073436910346
2.329,2.41753052209181
2.053,2.50095141650998
0,1.09614527726304
3.031,3.2151036888189
3.949,2.2107042593553
0,2.09980473007433
4.996,2.56318778194809
2.832,2.32352294904619
2.679,2.16289148645284
0,1.87299262556572
0,2.15223113356241
3.176,1.41536044085338
0,1.96009229205307
3.348,2.17806690035618
2.149,2.38984275695474
3.217,3.34171255015425
0,2.5659400089401
1.057,2.39706005079204
0,2.86805775313998
4.155,1.85844878890778
2.291,2.5155793480471
2.271,2.73888641514511
4.302,2.89105228560529
2.83,2.6823438446004
3.031,2.74345177198071
0,2.47914238360822
0,1.89313516422313
0,1.82959229070811
3.728,1.89158725787316
3.33,2.09488219801252
0,1.86841502803386
0,1.88262092951017
2.76,2.3326696644041
0,2.24010899970229
4.757,3.06838736928855
3.489,2.17880233947075
0,2.23560329520344
4.224,1.95134118822542
4.929,2.84527224751277
3.064,2.76895422046848
3.958,3.32594486637494
3.481,2.32393490911689
1.77,2.39903017039028
3.698,1.99783243996668
0.737,2.2254485097905
3.044,2.17954495286314
0,2.40943075925829
4.141,2.2420225390372
0,2.0405341738029
0,2.39584654243292
2.359,2.36786515290955
3.74,1.86631301484694
0,1.76166215614241
0,1.81886735386708
1.722,2.34175713465349
2.992,2.09479314387365
3.017,2.57739584586451
4.153,1.80155031920119
2.955,1.93082953777823
4.011,2.948349412388
2.346,2.54499689171572
4.295,2.68419359627054
1.557,2.34831662463652
2.44,2.37126336582329
2.209,2.50810084156708
2.478,2.39251885809292
3.09,2.52008482778579
0,1.74418752238338
0.858,2.24655697185402
4.852,1.89060756410017
0,2.04838448525944
1.159,1.84030921750408
0,1.99477242645078
4.425,1.99814433546608
3.645,2.06255827077685
4.757,1.94409839338762
4.084,2.32656537188992
2.064,2.30407820560722
1.557,2.37286754887093
0,1.85042608398461
4.566,2.46387489715089
2.361,2.43326550831999
2.348,2.38843834169204
2.418,2.7209800813137
0,1.69312483015786
3.621,3.3187686232965
3.972,2.50181194763046
1.899,2.39691900656582
2.218,2.72563345300758
3.432,2.82005387229363
2.917,3.01033315755594
0,1.83318611630672
1.681,2.39654614167436
3.488,2.86176968943388
2.613,2.38811785880269
2.635,2.73965466066581
0,2.48946458115431
0,1.93032579965787
3.61,2.89816739837371
0,2.74831959157162
0,2.84446540120208
4.324,2.79168235509254
3.182,1.91374057941871
0,2.660496658259
1.539,2.84117412729861
0,1.41221094811256
3.845,2.45647974715168
0,1.9541071135554
1.197,2.28452401790547
2.452,2.33299405977839
1.778,2.42921623704522
4.493,2.91616889203455
3.123,2.0073687188628
3.831,2.86138189996361
0,1.9456145268788
0,2.34581716359263
3.699,2.10518772630856
4.48,1.9149621016057
4.013,2.94823538453138
3.786,2.8054362608398
0,2.60409495772107
1.89,2.3525461798216
3.805,2.77771100149865
4.44,2.24564163333118
4.417,2.37469849178807
4.297,1.77816159389888
2.694,1.74456936648575
4.185,1.98405472414881
3.966,2.70815857791896
1.494,1.74924546114098
3.566,2.87715975596207
3.456,2.62933786601385
0,1.95756509405358
2.811,2.4627943578757
3.353,2.49601295744698
3.475,3.38073750704486
4.793,2.03520908855764
4.902,2.35500802211304
2.85,1.8703980235069
2.376,1.78561808059353
4.867,1.99766000133322
1.951,2.78394956258719
2.797,1.88465489856619
2.219,3.53218048657637
2.458,2.76252869343576
0,1.91326028271142
3.247,2.5908570471881
3.837,2.75186154675256
0,1.93804288674786
0,2.29439939063865
1.164,2.22566903189174
3.689,2.71610319528613
4.422,3.22373597572046
1.975,1.92448306217206
0,1.56408191888541
2.975,2.65523334198254
2.761,2.59447538530384
3.864,2.42991641012772
2.361,2.82077715934562
0,2.89134536358826
3.242,3.24152260086102
2.758,3.58072521043774
0,1.70716386735076
4.704,2.0593903641293
2.614,2.61704781187423
3.704,2.2356910599773
0,1.90291749083356
3.466,2.43090231870578
1.007,2.24598783791212
3.601,2.84089940229707
0,1.98888081298624
4.638,2.80983615632785
2.2,2.74740128286233
2.987,3.02322755365352
2.921,2.86392319988763
3.06,2.14517722182065
3.53,2.67780805664667
1.63,2.62129566152955
0,1.7796836331951
0,2.13961677713254
4.788,2.17061328939527
2.33,2.40495480962271
4.175,2.2123417098223
4.29,2.75418825901729
2.957,2.68974388242323
0,1.7896810097284
3.538,2.80654206824001
2.727,2.64136359763338
4.085,1.82239013483123
2.523,1.15086518633116
1.557,2.39915676433394
1.548,1.86110546043371
3.942,2.55339320559851
0,2.06480681748538
4.51,1.94817810095198
1.518,2.37684165997256
0,1.85680995002249
2.408,2.02389989250863
3.889,2.10837375926191
4.648,1.92312066128468
4.929,2.51648081878646
1.894,2.13088677140265
3.02,1.40642299938556
0,1.65648410392619
0,1.56866356255155
2.058,3.17003051108931
2.507,2.83783456566433
4.982,1.85246947308612
3.889,2.63906356690037
4.409,2.593009467058
4.38,1.7671583284011
4.221,3.15116520319005
0,2.44747193613362
2.384,2.65415538896049
2.948,2.27708239341924
2.477,3.10442219866413
3.696,1.8643383917911
2.506,2.41073999060395
0,1.60233544034903
3.095,2.37724341604231
2.126,1.83145691730222
3.556,3.11210180250278
1.64,2.76128506142245
0,2.42088982638454
3.871,3.48298257253665
3.208,2.37751620907294
0,2.75324813378895
3.382,2.59707318546295
2.604,2.83461162420845
2.792,1.66942831517089
1.989,2.2051378087405
1.557,2.41191250037217
4.357,2.52295507934874
2.705,2.02381922707061
4.054,2.04420149464018
4.76,2.56670116798789
4.587,2.49095436594614
2.912,2.10935123106687
0,1.92890624855462
0,1.91849573241185
4.106,2.0968596140116
3.526,2.20541408791009
2.37,2.74880195332323
3.774,3.01252136486098
0,2.24289156772394
0,2.1018780489862
0,2.35190896928528
0,2.33664466150633
2.118,2.50281888228513
0,2.04996608658276
3.281,1.89387376769829
3.168,2.43278502860163
1.687,2.43270378219321
3.604,1.87649306440979
0,2.57821508322117
2.373,2.62536154868157
0,1.76617119721586
0,1.8676554926757
1.828,2.13945590006522
0,1.4106185762109
4.831,1.87426478934164
4.362,2.84144107272745
0,1.9191471152292
2.167,3.00637896439175
0,1.71274980490889
3.437,2.44004603693226
4.113,1.99270983793465
0,1.8516906338797
0,1.9076045541391
3.223,3.4060499810865
3.166,2.38237011511721
0,1.88483556078986
0,2.13588698780724
2.474,2.39171998325035
2.73,2.53165089317177
1.584,2.40808110227663
2.564,3.18447538979156
0,1.81070389285266
4.044,2.84580030796072
1.694,2.47132606507863
0,2.33316029306012
0,2.7322066635427
4.765,2.8881222922117
2.263,2.45358574229139
3.38,3.24539682928965
1.545,1.81984610776177
0,2.65756689635423
4.1,3.62330854597964
0,1.56702100425249
0,1.96520353295468
2.972,2.6677196786376
2.921,2.44520382557538
3.474,2.23604088687161
0,2.529316502887
0,2.46161827943284
2.388,2.54532226876849
0,1.68207471747941
1.264,2.38079303382237
2.937,2.00390905881718
4.803,1.77805743877072
1.815,2.51398468931776
2.074,2.44346138725625
2.609,2.60420073775852
2.282,2.49069876255932
3.535,3.08812466781145
2.152,2.72871242324673
2.093,2.35762291390743
3.376,1.7961105193635
1.122,2.22596056021813
0,2.68916041939123
0,2.57508564309798
2.6,1.9166197279052
2.304,2.58517867837869
4.294,2.7968261489494
4.576,2.87523674557527
4.605,1.9294164299762
4.152,2.00864783156256
2.792,3.34558383915439
4.828,2.76027213844647
0,2.16259870408699
2.683,2.72295089241597
0,2.42609237182903
3.162,1.91681451553275
2.604,2.62374928219392
2.397,2.43233593185208
0,2.19854832616598
4.604,2.48772617848816
1.11,2.24612947194849
4.711,2.02683536227206
4.871,2.04450179793431
3.254,3.1302329225601
2.195,2.33642520144404
2.737,1.84606796073611
2.767,2.45773162930523
4.455,2.06396617811358
0,2.25787121823756
2.82,3.88924438596003
1.668,1.88093349905332
0,2.62939112882574
3.483,2.86184070555807
4.505,2.93851795120965
0,2.3555997147897
0,1.77980928383899
0,2.4707855090734
4.492,2.72602653924607
3.662,2.24624377467713
4.128,2.72105654718049
0,2.52610262653904
2.725,1.85990768219746
1.844,1.83276544188626
2.901,2.48821401015401
3.386,2.75803567671553
2.072,2.04335094009106
4.114,2.64908650881741
4.023,2.55119977017419
0,2.14894727310544
4.012,2.96738473848139
4.996,3.5679187134485
3.639,1.86345895057948
1.551,2.5379986464428
0,1.82358760871786
4.884,2.48294735077635
2.724,1.98422738973161
0,2.04521216452448
1.801,2.53832167916882
4.534,2.88224132948843
0,2.49866046730504
1.551,2.8586965732152
4.114,2.29913856886386
4.619,3.54457768380975
2.223,1.7341060168363
3.093,2.30690063608519
1.125,2.56262002137747
2.365,2.84026804509578
3.245,2.89459789265074
4.715,2.38135250998253
2.899,2.7327463998512
3.548,2.30322032392777
2.692,1.49274131461319
0,2.1216912255447
3.316,3.216381812928
4.027,2.74327945443328
3.385,2.30748449562176
2.893,2.11960345205104
2.757,1.74536605551505
3.546,2.82451380283546
1.661,2.30920824735959
0,2.75514532597824
3.229,3.42486689240333
0,1.94885269930082
0,2.04212377927953
0,2.03257594493933
2.342,2.74672500964626
4.091,2.54517669733146
0,2.57490181245023
0,1.64660559445453
1.75,3.19951792927802
4.376,2.29876313045306
3.101,1.73449990740456
3.176,2.87601544634602
0,2.08182991062292
2.557,2.48149759088243
0,1.59773917172654
2.376,2.50685696322235
4.669,2.49625796233396
0,-2.7619254282403
3.626,2.452973554738
2.377,2.48511572104589
3.356,2.05267669569436
3.318,1.91376570628537
0,1.70621994682263
3.783,2.35571125590157
2.644,2.46684534641047
4.464,1.80105740054741
4.039,2.69607257671432
2.563,2.81120544727825
4.518,2.49541784143274
4.024,2.76914002136319
0,1.91974710236749
3.062,1.94297297311183
4.855,1.99014563122798
0,1.70721376475918
2.405,2.8555956240606
3.028,3.15268903773849
3.737,2.41817142967957
1.944,2.17094273634255
2.762,2.25490252666997
1.936,2.68112888935652
0,1.82998780272296
4.711,2.43558195203743
0,2.06522652919468
2.176,2.67019090483247
0,1.69898575014328
4.748,3.37670050659206
2.714,3.17147752485535
3.87,2.83679831912521
1.82,2.61926953585108
0,1.26883940722617
2.484,2.74931798617486
3.584,2.17729442531131
4.654,1.80466848731409
4.879,1.88712037279568
3.814,3.15804053980211
2.076,2.67426349595475
4.581,2.46357296966049
3.128,1.99240404445256
3.657,2.72703161151278
0,2.65635051868761
0,2.82036143300629
3.944,2.82103236580152
0,2.45442419358274
2.67,3.87278135699753
3.979,2.25137219146133
0,1.77502448892394
4.679,2.12430252324062
2.476,3.00756212489025
1.797,2.36507364079726
3.443,3.21642320139826
4.948,2.87574854708455
0,2.66140302945532
4.678,2.50279014686173
3.058,1.80988276147692
0,2.29479625856273
0,1.87182249534813
0,2.58907208341346
